snapshot,demand_mw,wind_mw,wave_mw,tidal_mw,gas_mw,mainland_import_mw,mainland_export_mw,battery_main_net_mw,battery_secondary_net_mw,balance_residual_mw,cost_energy_wind,cost_energy_wave,cost_energy_tidal,cost_energy_gas,cost_energy_mainland,cost_energy_battery_main,cost_energy_battery_secondary,hourly_dispatched_energy_cost,weighted_hourly_energy_cost,scenario_id
2019-01-01 00:00:00,18.278821499999996,17.077176299999994,-0.0,1.2016451999999995,-0.0,-0.0,0.0,0.0,0.0,-3.552713678800501e-15,512.3152889999999,-0.0,36.037339547999984,-0.0,-0.0,-0.0,-0.0,548.3526285479999,548.3526285479999,R02
2019-01-01 01:00:00,17.950477600000003,17.89822966,-0.0,0.052247939999999764,-0.0,-0.0,0.0,0.0,0.0,-3.552713678800501e-15,536.9468898,-0.0,1.5669157205999928,-0.0,-0.0,-0.0,-0.0,538.5138055206,538.5138055206,R02
2019-01-01 02:00:00,16.797482450000004,16.098952249999996,-0.0,0.6985301999999998,-0.0,-0.0,0.0,0.0,0.0,-7.105427357601002e-15,482.96856749999995,-0.0,20.94892069799999,-0.0,-0.0,-0.0,-0.0,503.91748819799994,503.91748819799994,R02
2019-01-01 03:00:00,15.771881700000009,11.107838700000002,1.636766999999999,3.0272759999999996,-0.0,-0.0,0.0,0.0,0.0,-7.105427357601002e-15,333.2351610000001,48.939333299999966,90.78800723999998,-0.0,-0.0,-0.0,-0.0,472.96250154000006,472.96250154000006,R02
2019-01-01 04:00:00,15.327517900000002,7.326317900000003,3.122239999999996,4.87896,-0.0,-0.0,0.0,0.0,0.0,-1.7763568394002505e-15,219.78953700000008,93.35497599999988,146.3200104,-0.0,-0.0,-0.0,-0.0,459.46452339999996,459.46452339999996,R02
2019-01-01 05:00:00,15.371499299999998,7.174564299999995,4.0938229999999995,4.103111999999999,-0.0,-0.0,0.0,0.0,0.0,-5.329070518200751e-15,215.23692899999983,122.40530769999998,123.05232887999998,-0.0,-0.0,-0.0,-0.0,460.6945655799998,460.6945655799998,R02
2019-01-01 06:00:00,16.187050950000003,9.778382949999996,5.0,1.4086679999999998,-0.0,-0.0,0.0,0.0,0.0,-7.105427357601002e-15,293.35148849999985,149.5,42.24595331999999,-0.0,-0.0,-0.0,-0.0,485.09744181999986,485.09744181999986,R02
2019-01-01 07:00:00,16.998431950000004,11.917165213999994,5.0,0.08126673599999952,-0.0,-0.0,0.0,0.0,0.0,-1.0658141036401503e-14,357.5149564199998,149.5,2.4371894126399853,-0.0,-0.0,-0.0,-0.0,509.4521458326398,509.4521458326398,R02
2019-01-01 08:00:00,17.877680799999993,12.53705012,5.0,0.3406306799999995,-0.0,-0.0,0.0,0.0,0.0,7.105427357601002e-15,376.11150360000005,149.5,10.215514093199985,-0.0,-0.0,-0.0,-0.0,535.8270176932001,535.8270176932001,R02
2019-01-01 09:00:00,19.456840549999992,11.529482549999996,5.0,2.927358,-0.0,-0.0,0.0,0.0,0.0,3.552713678800501e-15,345.8844764999999,149.5,87.79146641999999,-0.0,-0.0,-0.0,-0.0,583.1759429199999,583.1759429199999,R02
2019-01-01 10:00:00,20.963961799999996,10.03680179999999,5.0,5.927160000000001,-0.0,-0.0,0.0,0.0,0.0,-3.552713678800501e-15,301.1040539999997,149.5,177.7555284,-0.0,-0.0,-0.0,-0.0,628.3595823999997,628.3595823999997,R02
2019-01-01 11:00:00,21.950510100000006,14.817528980999999,5.0,5.327820000000001,-0.0,-0.0,0.0,-3.194838881000006,0.0,-1.4210854715202004e-14,444.52586943,149.5,159.78132180000003,-0.0,-0.0,-0.0,-0.0,753.8071912300001,753.8071912300001,R02
2019-01-01 12:00:00,22.7497583,24.43024829999999,5.0,2.4995099999999995,-0.0,-0.0,0.0,-9.17,-0.01,-7.105427357601002e-15,732.9074489999998,149.5,74.96030489999998,-0.0,-0.0,-0.0,-0.0,957.3677538999998,957.3677538999998,R02
2019-01-01 13:00:00,23.090235000000007,17.76466864,5.0,0.3255663599999993,-0.0,-0.0,0.0,0.0,0.0,-7.105427357601002e-15,532.9400592,149.5,9.763735136399978,-0.0,-0.0,-0.0,-0.0,692.2037943363999,692.2037943363999,R02
2019-01-01 14:00:00,23.434503200000005,18.21654348,5.0,0.21795971999999977,-0.0,-0.0,0.0,0.0,0.0,-7.105427357601002e-15,546.4963044,149.5,6.536612002799993,-0.0,-0.0,-0.0,-0.0,702.5329164028,702.5329164028,R02
