snapshot,demand_mw,wind_mw,wave_mw,tidal_mw,gas_mw,mainland_import_mw,mainland_export_mw,battery_main_net_mw,battery_secondary_net_mw,balance_residual_mw,cost_energy_wind,cost_energy_wave,cost_energy_tidal,cost_energy_gas,cost_energy_mainland,cost_energy_battery_main,cost_energy_battery_secondary,hourly_dispatched_energy_cost,weighted_hourly_energy_cost,scenario_id
2019-01-01 00:00:00,18.278821499999996,17.077176299999994,0.0,1.2016451999999995,-0.0,-0.0,0.0,0.0,0.0,-3.552713678800501e-15,512.3152889999999,0.0,36.037339547999984,-0.0,-0.0,-0.0,-0.0,548.3526285479999,548.3526285479999,R01
2019-01-01 01:00:00,17.950477600000003,17.89822966000001,0.0,0.052247939999999764,-0.0,-0.0,0.0,0.0,0.0,7.105427357601002e-15,536.9468898000002,0.0,1.5669157205999928,-0.0,-0.0,-0.0,-0.0,538.5138055206003,538.5138055206003,R01
2019-01-01 02:00:00,16.797482450000004,16.09895225,0.0,0.6985301999999998,-0.0,-0.0,0.0,0.0,0.0,-3.552713678800501e-15,482.96856749999995,0.0,20.94892069799999,-0.0,-0.0,-0.0,-0.0,503.91748819799994,503.91748819799994,R01
2019-01-01 03:00:00,15.771881700000009,12.744605700000001,0.0,3.0272759999999996,-0.0,-0.0,0.0,0.0,0.0,-7.105427357601002e-15,382.33817100000005,0.0,90.78800723999998,-0.0,-0.0,-0.0,-0.0,473.12617824000006,473.12617824000006,R01
2019-01-01 04:00:00,15.327517900000002,10.4485579,0.0,4.87896,-0.0,-0.0,0.0,0.0,0.0,-1.7763568394002505e-15,313.45673700000003,0.0,146.3200104,-0.0,-0.0,-0.0,-0.0,459.77674740000003,459.77674740000003,R01
2019-01-01 05:00:00,15.371499299999998,11.268387300000004,0.0,4.103111999999999,-0.0,-0.0,0.0,0.0,0.0,5.329070518200751e-15,338.05161899999996,0.0,123.05232887999998,-0.0,-0.0,-0.0,-0.0,461.10394787999996,461.10394787999996,R01
2019-01-01 06:00:00,16.187050950000003,22.18320295231493,0.0,1.4086679999999998,-0.0,-0.0,0.0,-7.404820002314941,0.0,-1.7763568394002505e-14,665.496088569448,0.0,42.24595331999999,-0.0,-0.0,-0.0,-0.0,707.742041889448,707.742041889448,R01
2019-01-01 07:00:00,16.998431950000004,16.917165214,0.0,0.08126673599999952,-0.0,-0.0,0.0,0.0,0.0,-3.552713678800501e-15,507.5149564200001,0.0,2.4371894126399853,-0.0,-0.0,-0.0,-0.0,509.9521458326401,509.9521458326401,R01
2019-01-01 08:00:00,17.877680799999993,17.537050119999996,0.0,0.3406306799999995,-0.0,-0.0,0.0,0.0,0.0,3.552713678800501e-15,526.1115035999999,0.0,10.215514093199985,-0.0,-0.0,-0.0,-0.0,536.3270176931999,536.3270176931999,R01
2019-01-01 09:00:00,19.456840549999992,16.529482550000004,0.0,2.927358,-0.0,-0.0,0.0,0.0,0.0,1.0658141036401503e-14,495.88447650000006,0.0,87.79146641999999,-0.0,-0.0,-0.0,-0.0,583.67594292,583.67594292,R01
