SETTLEMENT_DATE;SETTLEMENT_PERIOD;ND;ORKNEY LOAD (MW)
01/01/2019;1;23808;18.0536064
01/01/2019;2;24402;18.5040366
01/01/2019;3;24147;18.3106701
01/01/2019;4;23197;17.5902851
01/01/2019;5;22316;16.9222228
01/01/2019;6;21987;16.6727421
01/01/2019;7;20958;15.8924514
01/01/2019;8;20640;15.651312
01/01/2019;9;20331;15.4169973
01/01/2019;10;20095;15.2380385
01/01/2019;11;20138;15.2706454
01/01/2019;12;20404;15.4723532
01/01/2019;13;21110;16.007713
01/01/2019;14;21583;16.3663889
01/01/2019;15;22209;16.8410847
01/01/2019;16;22624;17.1557792
01/01/2019;17;23205;17.5963515
01/01/2019;18;23947;18.1590101
01/01/2019;19;25097;19.0310551
01/01/2019;20;26220;19.882626
01/01/2019;21;27227;20.6462341
01/01/2019;22;28065;21.2816895
01/01/2019;23;28683;21.7503189
01/01/2019;24;29211;22.1507013
01/01/2019;25;29823;22.6147809
01/01/2019;26;30179;22.8847357
01/01/2019;27;30470;23.105401
01/01/2019;28;30430;23.075069
01/01/2019;29;30728;23.3010424
01/01/2019;30;31080;23.567964
01/01/2019;31;31713;24.0479679
01/01/2019;32;32516;24.6568828
01/01/2019;33;34255;25.9755665
01/01/2019;34;36367;27.5770961
01/01/2019;35;37034;28.0828822
01/01/2019;36;36928;28.0025024
01/01/2019;37;36514;27.6885662
01/01/2019;38;35771;27.1251493
01/01/2019;39;35123;26.6337709
01/01/2019;40;34161;25.9042863
01/01/2019;41;33313;25.2612479
01/01/2019;42;32198;24.4157434
01/01/2019;43;31193;23.6536519
01/01/2019;44;29798;22.5958234
01/01/2019;45;28450;21.573635
01/01/2019;46;27209;20.6325847
01/01/2019;47;25782;19.5504906
01/01/2019;48;24781;18.7914323
02/01/2019;1;24748;18.7664084
02/01/2019;2;25273;19.1645159
02/01/2019;3;25102;19.0348466
02/01/2019;4;24547;18.6139901
02/01/2019;5;24156;18.3174948
02/01/2019;6;24026;18.2189158
02/01/2019;7;23646;17.9307618
02/01/2019;8;23337;17.6964471
02/01/2019;9;23093;17.5114219
02/01/2019;10;23236;17.6198588
02/01/2019;11;23819;18.0619477
02/01/2019;12;25059;19.0022397
02/01/2019;13;27763;21.0526829
02/01/2019;14;30050;22.786915
02/01/2019;15;32562;24.6917646
02/01/2019;16;34231;25.9573673
02/01/2019;17;36091;27.3678053
02/01/2019;18;37534;28.4620322
02/01/2019;19;38698;29.3446934
02/01/2019;20;39097;29.6472551
02/01/2019;21;39255;29.7670665
02/01/2019;22;39253;29.7655499
02/01/2019;23;39290;29.793607
02/01/2019;24;39152;29.6889616
02/01/2019;25;39533;29.9778739
02/01/2019;26;39751;30.1431833
02/01/2019;27;39999;30.3312417
02/01/2019;28;40217;30.4965511
02/01/2019;29;40602;30.7884966
02/01/2019;30;41076;31.1479308
02/01/2019;31;41312;31.3268896
02/01/2019;32;42262;32.0472746
02/01/2019;33;43456;32.9526848
02/01/2019;34;44454;33.7094682
02/01/2019;35;45011;34.1318413
02/01/2019;36;44913;34.0575279
02/01/2019;37;44720;33.911176
02/01/2019;38;44353;33.6328799
02/01/2019;39;43728;33.1589424
02/01/2019;40;42495;32.2239585
02/01/2019;41;41276;31.2995908
02/01/2019;42;39639;30.0582537
02/01/2019;43;38057;28.8586231
02/01/2019;44;36142;27.4064786
02/01/2019;45;34255;25.9755665
02/01/2019;46;32376;24.5507208
02/01/2019;47;30266;22.9507078
02/01/2019;48;29075;22.0475725
03/01/2019;1;28715;21.7745845
03/01/2019;2;28955;21.9565765
03/01/2019;3;28616;21.6995128
03/01/2019;4;28002;21.2339166
03/01/2019;5;27534;20.8790322
03/01/2019;6;27325;20.7205475
03/01/2019;7;26959;20.4430097
03/01/2019;8;26487;20.0850921
03/01/2019;9;26287;19.9334321
03/01/2019;10;26364;19.9918212
03/01/2019;11;27024;20.4922992
03/01/2019;12;28150;21.346145
03/01/2019;13;30764;23.3283412
03/01/2019;14;33172;25.1543276
03/01/2019;15;35880;27.207804
03/01/2019;16;37696;28.5848768
03/01/2019;17;39369;29.8535127
03/01/2019;18;40668;30.8385444
03/01/2019;19;41691;31.6142853
03/01/2019;20;41945;31.8068935
03/01/2019;21;42070;31.901681
03/01/2019;22;42394;32.1473702
03/01/2019;23;42291;32.0692653
03/01/2019;24;42279;32.0601657
03/01/2019;25;42374;32.1322042
03/01/2019;26;42216;32.0123928
03/01/2019;27;42274;32.0563742
03/01/2019;28;42912;32.5401696
03/01/2019;29;43287;32.8245321
03/01/2019;30;43413;32.9200779
03/01/2019;31;43629;33.0838707
03/01/2019;32;44128;33.4622624
03/01/2019;33;44779;33.9559157
03/01/2019;34;44574;33.8004642
03/01/2019;35;44654;33.8611282
03/01/2019;36;44558;33.7883314
03/01/2019;37;44303;33.5949649
03/01/2019;38;44422;33.6852026
03/01/2019;39;44527;33.7648241
03/01/2019;40;43842;33.2453886
03/01/2019;41;42516;32.2398828
03/01/2019;42;41090;31.158547
03/01/2019;43;39311;29.8095313
03/01/2019;44;37255;28.2504665
03/01/2019;45;35269;26.7444827
03/01/2019;46;33248;25.2119584
03/01/2019;47;31191;23.6521353
03/01/2019;48;29818;22.6109894
04/01/2019;1;29447;22.3296601
04/01/2019;2;29734;22.5472922
04/01/2019;3;29306;22.2227398
04/01/2019;4;28605;21.6911715
04/01/2019;5;28077;21.2907891
04/01/2019;6;27926;21.1762858
04/01/2019;7;27507;20.8585581
04/01/2019;8;27108;20.5559964
04/01/2019;9;26825;20.3413975
04/01/2019;10;26971;20.4521093
04/01/2019;11;27629;20.9510707
04/01/2019;12;28709;21.7700347
04/01/2019;13;31197;23.6566851
04/01/2019;14;33791;25.6237153
04/01/2019;15;36606;27.7583298
04/01/2019;16;38620;29.285546
04/01/2019;17;40241;30.5147503
04/01/2019;18;41471;31.4474593
04/01/2019;19;42458;32.1959014
04/01/2019;20;42738;32.4082254
04/01/2019;21;42717;32.3923011
04/01/2019;22;42585;32.2922055
04/01/2019;23;42512;32.2368496
04/01/2019;24;42533;32.2527739
04/01/2019;25;42591;32.2967553
04/01/2019;26;42489;32.2194087
04/01/2019;27;42308;32.0821564
04/01/2019;28;42256;32.0427248
04/01/2019;29;42492;32.2216836
04/01/2019;30;42509;32.2345747
04/01/2019;31;42935;32.5576105
04/01/2019;32;43465;32.9595095
04/01/2019;33;43436;32.9375188
04/01/2019;34;44481;33.7299423
04/01/2019;35;44641;33.8512703
04/01/2019;36;44633;33.8452039
04/01/2019;37;44763;33.9437829
04/01/2019;38;44456;33.7109848
04/01/2019;39;44176;33.4986608
04/01/2019;40;43080;32.667564
04/01/2019;41;41382;31.3799706
04/01/2019;42;39957;30.2993931
04/01/2019;43;38249;29.0042167
04/01/2019;44;36330;27.549039
04/01/2019;45;34443;26.1181269
04/01/2019;46;32738;24.8252254
04/01/2019;47;30903;23.4337449
04/01/2019;48;29813;22.6071979
05/01/2019;1;29287;22.2083321
05/01/2019;2;29558;22.4138314
05/01/2019;3;29048;22.0270984
05/01/2019;4;28165;21.3575195
05/01/2019;5;27591;20.9222553
05/01/2019;6;27390;20.769837
05/01/2019;7;26837;20.3504971
05/01/2019;8;26280;19.928124
05/01/2019;9;26045;19.7499235
05/01/2019;10;25904;19.6430032
05/01/2019;11;26080;19.776464
05/01/2019;12;26400;20.01912
05/01/2019;13;27716;21.0170428
05/01/2019;14;28574;21.6676642
05/01/2019;15;29961;22.7194263
05/01/2019;16;31160;23.628628
05/01/2019;17;32963;24.9958429
05/01/2019;18;34602;26.2386966
05/01/2019;19;36431;27.6256273
05/01/2019;20;37267;28.2595661
05/01/2019;21;37695;28.5841185
05/01/2019;22;37905;28.7433615
05/01/2019;23;38203;28.9693349
05/01/2019;24;38398;29.1172034
05/01/2019;25;38550;29.232465
05/01/2019;26;38736;29.3735088
05/01/2019;27;38995;29.5699085
05/01/2019;28;39026;29.5934158
05/01/2019;29;38983;29.5608089
05/01/2019;30;38954;29.5388182
05/01/2019;31;39154;29.6904782
05/01/2019;32;39671;30.0825193
05/01/2019;33;40876;30.9962708
05/01/2019;34;42398;32.1504034
05/01/2019;35;42994;32.6023502
05/01/2019;36;42862;32.5022546
05/01/2019;37;42420;32.167086
05/01/2019;38;41665;31.5945695
05/01/2019;39;40591;30.7801553
05/01/2019;40;39145;29.6836535
05/01/2019;41;38040;28.845732
05/01/2019;42;36417;27.6150111
05/01/2019;43;35284;26.7558572
05/01/2019;44;33764;25.6032412
05/01/2019;45;32188;24.4081604
05/01/2019;46;31003;23.5095749
05/01/2019;47;29387;22.2841621
05/01/2019;48;28342;21.4917386
06/01/2019;1;27967;21.2073761
06/01/2019;2;28191;21.3772353
06/01/2019;3;27434;20.8032022
06/01/2019;4;26520;20.110116
06/01/2019;5;25885;19.6285955
06/01/2019;6;25709;19.4951347
06/01/2019;7;25369;19.2373127
06/01/2019;8;24805;18.8096315
06/01/2019;9;24363;18.4744629
06/01/2019;10;24146;18.3099118
06/01/2019;11;24184;18.3387272
06/01/2019;12;24507;18.5836581
06/01/2019;13;25222;19.1258426
06/01/2019;14;25832;19.5884056
06/01/2019;15;26811;20.3307813
06/01/2019;16;27588;20.9199804
06/01/2019;17;29032;22.0149656
06/01/2019;18;30518;23.1417994
06/01/2019;19;32286;24.4824738
06/01/2019;20;33858;25.6745214
06/01/2019;21;35068;26.5920644
06/01/2019;22;35708;27.0773764
06/01/2019;23;36029;27.3207907
06/01/2019;24;36620;27.768946
06/01/2019;25;37075;28.1139725
06/01/2019;26;37235;28.2353005
06/01/2019;27;37401;28.3611783
06/01/2019;28;37419;28.3748277
06/01/2019;29;37678;28.5712274
06/01/2019;30;37792;28.6576736
06/01/2019;31;38406;29.1232698
06/01/2019;32;39281;29.7867823
06/01/2019;33;40669;30.8393027
06/01/2019;34;42077;31.9069891
06/01/2019;35;42580;32.288414
06/01/2019;36;42259;32.0449997
06/01/2019;37;41899;31.7720117
06/01/2019;38;41473;31.4489759
06/01/2019;39;40299;30.5587317
06/01/2019;40;38906;29.5024198
06/01/2019;41;37752;28.6273416
06/01/2019;42;36365;27.5755795
06/01/2019;43;34673;26.2925359
06/01/2019;44;32845;24.9063635
06/01/2019;45;31151;23.6218033
06/01/2019;46;29218;22.1560094
06/01/2019;47;27301;20.7023483
06/01/2019;48;26150;19.829545
07/01/2019;1;25897;19.6376951
07/01/2019;2;26184;19.8553272
07/01/2019;3;25975;19.6968425
07/01/2019;4;25381;19.2464123
07/01/2019;5;24719;18.7444177
07/01/2019;6;24492;18.5722836
07/01/2019;7;24088;18.2659304
07/01/2019;8;23450;17.782135
07/01/2019;9;23124;17.5349292
07/01/2019;10;23177;17.5751191
07/01/2019;11;23846;18.0824218
07/01/2019;12;25018;18.9711494
07/01/2019;13;28430;21.558469
07/01/2019;14;31566;23.9364978
07/01/2019;15;34918;26.4783194
07/01/2019;16;36833;27.9304639
07/01/2019;17;38037;28.8434571
07/01/2019;18;38427;29.1391941
07/01/2019;19;39038;29.6025154
07/01/2019;20;39269;29.7776827
07/01/2019;21;39045;29.6078235
07/01/2019;22;39052;29.6131316
07/01/2019;23;39026;29.5934158
07/01/2019;24;38870;29.475121
07/01/2019;25;38978;29.5570174
07/01/2019;26;38938;29.5266854
07/01/2019;27;38970;29.550951
07/01/2019;28;38903;29.5001449
07/01/2019;29;38924;29.5160692
07/01/2019;30;38607;29.2756881
07/01/2019;31;38784;29.4099072
07/01/2019;32;39700;30.10451
07/01/2019;33;41215;31.2533345
07/01/2019;34;42653;32.3437699
07/01/2019;35;43007;32.6122081
07/01/2019;36;42771;32.4332493
07/01/2019;37;42288;32.0669904
07/01/2019;38;41585;31.5339055
07/01/2019;39;40610;30.794563
07/01/2019;40;39338;29.8300054
07/01/2019;41;37956;28.7820348
07/01/2019;42;36231;27.4739673
07/01/2019;43;34165;25.9073195
07/01/2019;44;32129;24.3634207
07/01/2019;45;29946;22.7080518
07/01/2019;46;28035;21.2589405
07/01/2019;47;26068;19.7673644
07/01/2019;48;24859;18.8505797
08/01/2019;1;24585;18.6428055
08/01/2019;2;25066;19.0075478
08/01/2019;3;24841;18.8369303
08/01/2019;4;24193;18.3455519
08/01/2019;5;23792;18.0414736
08/01/2019;6;23569;17.8723727
08/01/2019;7;23150;17.554645
08/01/2019;8;22922;17.3817526
08/01/2019;9;22748;17.2498084
08/01/2019;10;22902;17.3665866
08/01/2019;11;23782;18.0338906
08/01/2019;12;25095;19.0295385
08/01/2019;13;28577;21.6699391
08/01/2019;14;31861;24.1601963
08/01/2019;15;35829;27.1691307
08/01/2019;16;37883;28.7266789
08/01/2019;17;38580;29.255214
08/01/2019;18;38734;29.3719922
08/01/2019;19;39185;29.7139855
08/01/2019;20;38848;29.4584384
08/01/2019;21;38322;29.0595726
08/01/2019;22;38074;28.8715142
08/01/2019;23;37583;28.4991889
08/01/2019;24;37182;28.1951106
08/01/2019;25;36973;28.0366259
08/01/2019;26;36640;27.784112
08/01/2019;27;36794;27.9008902
08/01/2019;28;36906;27.9858198
08/01/2019;29;37564;28.4847812
08/01/2019;30;38043;28.8480069
08/01/2019;31;38768;29.3977744
08/01/2019;32;40216;30.4957928
08/01/2019;33;42141;31.9555203
08/01/2019;34;44553;33.7845399
08/01/2019;35;45240;34.305492
08/01/2019;36;45121;34.2152543
08/01/2019;37;44519;33.7587577
08/01/2019;38;44168;33.4925944
08/01/2019;39;43412;32.9193196
08/01/2019;40;41979;31.8326757
08/01/2019;41;41156;31.2085948
08/01/2019;42;39629;30.0506707
08/01/2019;43;37579;28.4961557
08/01/2019;44;35258;26.7361414
08/01/2019;45;33311;25.2597313
08/01/2019;46;31217;23.6718511
08/01/2019;47;29200;22.14236
08/01/2019;48;27967;21.2073761
09/01/2019;1;27551;20.8919233
09/01/2019;2;27988;21.2233004
09/01/2019;3;27630;20.951829
09/01/2019;4;27016;20.4862328
09/01/2019;5;26493;20.0896419
09/01/2019;6;26541;20.1260403
09/01/2019;7;26074;19.7719142
09/01/2019;8;25603;19.4147549
09/01/2019;9;25448;19.2972184
09/01/2019;10;25731;19.5118173
09/01/2019;11;26625;20.1897375
09/01/2019;12;28149;21.3453867
09/01/2019;13;31523;23.9038909
09/01/2019;14;34964;26.5132012
09/01/2019;15;39084;29.6373972
09/01/2019;16;41284;31.3056572
09/01/2019;17;42279;32.0601657
09/01/2019;18;42122;31.9411126
09/01/2019;19;42615;32.3149545
09/01/2019;20;42502;32.2292666
09/01/2019;21;41754;31.6620582
09/01/2019;22;41172;31.2207276
09/01/2019;23;40842;30.9704886
09/01/2019;24;40571;30.7649893
09/01/2019;25;40530;30.733899
09/01/2019;26;40511;30.7194913
09/01/2019;27;40787;30.9287821
09/01/2019;28;40907;31.0197781
09/01/2019;29;41428;31.4148524
09/01/2019;30;41843;31.7295469
09/01/2019;31;42359;32.1208297
09/01/2019;32;43593;33.0565719
09/01/2019;33;44862;34.0188546
09/01/2019;34;45240;34.305492
09/01/2019;35;45403;34.4290949
09/01/2019;36;45212;34.2842596
09/01/2019;37;45147;34.2349701
09/01/2019;38;44810;33.979423
09/01/2019;39;44958;34.0916514
09/01/2019;40;44680;33.880844
09/01/2019;41;43621;33.0778043
09/01/2019;42;41966;31.8228178
09/01/2019;43;40034;30.3577822
09/01/2019;44;37633;28.5371039
09/01/2019;45;35338;26.7968054
09/01/2019;46;33297;25.2491151
09/01/2019;47;31148;23.6195284
09/01/2019;48;29798;22.5958234
10/01/2019;1;29440;22.324352
10/01/2019;2;29848;22.6337384
10/01/2019;3;29575;22.4267225
10/01/2019;4;29043;22.0233069
10/01/2019;5;28521;21.6274743
10/01/2019;6;28414;21.5463362
10/01/2019;7;28088;21.2991304
10/01/2019;8;27710;21.012493
10/01/2019;9;27516;20.8653828
10/01/2019;10;27573;20.9086059
10/01/2019;11;28370;21.512971
10/01/2019;12;29722;22.5381926
10/01/2019;13;33114;25.1103462
10/01/2019;14;36163;27.4224029
10/01/2019;15;39827;30.2008141
10/01/2019;16;41919;31.7871777
10/01/2019;17;43032;32.6311656
10/01/2019;18;43035;32.6334405
10/01/2019;19;43543;33.0186569
10/01/2019;20;43645;33.0960035
10/01/2019;21;43309;32.8412147
10/01/2019;22;43410;32.917803
10/01/2019;23;43193;32.7532519
10/01/2019;24;42873;32.5105959
10/01/2019;25;43281;32.8199823
10/01/2019;26;43459;32.9549597
10/01/2019;27;43495;32.9822585
10/01/2019;28;43266;32.8086078
10/01/2019;29;43352;32.8738216
10/01/2019;30;43285;32.8230155
10/01/2019;31;43670;33.114961
10/01/2019;32;44518;33.7579994
10/01/2019;33;45194;34.2706102
10/01/2019;34;45343;34.3835969
10/01/2019;35;45596;34.5754468
10/01/2019;36;45214;34.2857762
10/01/2019;37;45164;34.2478612
10/01/2019;38;45216;34.2872928
10/01/2019;39;45029;34.1454907
10/01/2019;40;44349;33.6298467
10/01/2019;41;42890;32.523487
10/01/2019;42;41286;31.3071738
10/01/2019;43;39118;29.6631794
10/01/2019;44;36830;27.928189
10/01/2019;45;34468;26.1370844
10/01/2019;46;32442;24.6007686
10/01/2019;47;30321;22.9924143
10/01/2019;48;28792;21.8329736
11/01/2019;1;28625;21.7063375
11/01/2019;2;29133;22.0915539
11/01/2019;3;28744;21.7965752
11/01/2019;4;28010;21.239983
11/01/2019;5;27574;20.9093642
11/01/2019;6;27469;20.8297427
11/01/2019;7;26909;20.4050947
11/01/2019;8;26607;20.1760881
11/01/2019;9;26305;19.9470815
11/01/2019;10;26338;19.9721054
11/01/2019;11;27177;20.6083191
11/01/2019;12;28473;21.5910759
11/01/2019;13;31457;23.8538431
11/01/2019;14;34921;26.4805943
11/01/2019;15;38826;29.4417558
11/01/2019;16;41074;31.1464142
11/01/2019;17;42114;31.9350462
11/01/2019;18;42114;31.9350462
11/01/2019;19;42548;32.2641484
11/01/2019;20;42463;32.1996929
11/01/2019;21;42085;31.9130555
11/01/2019;22;41807;31.7022481
11/01/2019;23;41940;31.803102
11/01/2019;24;41764;31.6696412
11/01/2019;25;41727;31.6415841
11/01/2019;26;41467;31.4444261
11/01/2019;27;41496;31.4664168
11/01/2019;28;41335;31.3443305
11/01/2019;29;41394;31.3890702
11/01/2019;30;41033;31.1153239
11/01/2019;31;41145;31.2002535
11/01/2019;32;41681;31.6067023
11/01/2019;33;43160;32.728228
11/01/2019;34;44882;34.0340206
11/01/2019;35;45430;34.449569
11/01/2019;36;44853;34.0120299
11/01/2019;37;44517;33.7572411
11/01/2019;38;44048;33.4015984
11/01/2019;39;42777;32.4377991
11/01/2019;40;41255;31.2836665
11/01/2019;41;39763;30.1522829
11/01/2019;42;38047;28.8510401
11/01/2019;43;36154;27.4155782
11/01/2019;44;34176;25.9156608
11/01/2019;45;32024;24.2837992
11/01/2019;46;30421;23.0682443
11/01/2019;47;28258;21.4280414
11/01/2019;48;26921;20.4141943
12/01/2019;1;26410;20.026703
12/01/2019;2;26194;19.8629102
12/01/2019;3;25752;19.5277416
12/01/2019;4;24932;18.9059356
12/01/2019;5;24243;18.3834669
12/01/2019;6;23785;18.0361655
12/01/2019;7;23036;17.4681988
12/01/2019;8;22389;16.9775787
12/01/2019;9;22017;16.6954911
12/01/2019;10;21849;16.5680967
12/01/2019;11;22027;16.7030741
12/01/2019;12;22330;16.932839
12/01/2019;13;23783;18.0346489
12/01/2019;14;24909;18.8884947
12/01/2019;15;26454;20.0600682
12/01/2019;16;27813;21.0905979
12/01/2019;17;29683;22.5086189
12/01/2019;18;31404;23.8136532
12/01/2019;19;33061;25.0701563
12/01/2019;20;33920;25.721536
12/01/2019;21;34684;26.3008772
12/01/2019;22;34909;26.4714947
12/01/2019;23;35110;26.623913
12/01/2019;24;35197;26.6898851
12/01/2019;25;35283;26.7550989
12/01/2019;26;35061;26.5867563
12/01/2019;27;34764;26.3615412
12/01/2019;28;34359;26.0544297
12/01/2019;29;34091;25.8512053
12/01/2019;30;33855;25.6722465
12/01/2019;31;34221;25.9497843
12/01/2019;32;34719;26.3274177
12/01/2019;33;36232;27.4747256
12/01/2019;34;37984;28.8032672
12/01/2019;35;38895;29.4940785
12/01/2019;36;39209;29.7321847
12/01/2019;37;38797;29.4197651
12/01/2019;38;37956;28.7820348
12/01/2019;39;36672;27.8083776
12/01/2019;40;35169;26.6686527
12/01/2019;41;33866;25.6805878
12/01/2019;42;32475;24.6257925
12/01/2019;43;31074;23.5634142
12/01/2019;44;29716;22.5336428
12/01/2019;45;28046;21.2672818
12/01/2019;46;26878;20.3815874
12/01/2019;47;25234;19.1349422
12/01/2019;48;24183;18.3379689
13/01/2019;1;23745;18.0058335
13/01/2019;2;23941;18.1544603
13/01/2019;3;23399;17.7434617
13/01/2019;4;22423;17.0033609
13/01/2019;5;21708;16.4611764
13/01/2019;6;21276;16.1335908
13/01/2019;7;20776;15.7544408
13/01/2019;8;20316;15.4056228
13/01/2019;9;19885;15.0787955
13/01/2019;10;19660;14.908178
13/01/2019;11;19673;14.9180359
13/01/2019;12;19877;15.0727291
13/01/2019;13;20727;15.7172841
13/01/2019;14;21346;16.1866718
13/01/2019;15;22506;17.0662998
13/01/2019;16;23356;17.7108548
13/01/2019;17;24946;18.9165518
13/01/2019;18;26669;20.2231027
13/01/2019;19;28514;21.6221662
13/01/2019;20;29677;22.5040691
13/01/2019;21;30849;23.3927967
13/01/2019;22;31246;23.6938418
13/01/2019;23;31621;23.9782043
13/01/2019;24;31977;24.2481591
13/01/2019;25;32289;24.4847487
13/01/2019;26;32475;24.6257925
13/01/2019;27;32549;24.6819067
13/01/2019;28;32362;24.5401046
13/01/2019;29;32698;24.7948934
13/01/2019;30;32832;24.8965056
13/01/2019;31;33307;25.2566981
13/01/2019;32;34111;25.8663713
13/01/2019;33;35542;26.9514986
13/01/2019;34;37868;28.7153044
13/01/2019;35;38473;29.1740759
13/01/2019;36;38570;29.247631
13/01/2019;37;37814;28.6743562
13/01/2019;38;36963;28.0290429
13/01/2019;39;36212;27.4595596
13/01/2019;40;35188;26.6830604
13/01/2019;41;34082;25.8443806
13/01/2019;42;32607;24.7258881
13/01/2019;43;31332;23.7590556
13/01/2019;44;29628;22.4669124
13/01/2019;45;27872;21.1353376
13/01/2019;46;26401;20.0198783
13/01/2019;47;24993;18.9521919
13/01/2019;48;24028;18.2204324
14/01/2019;1;23915;18.1347445
14/01/2019;2;24566;18.6283978
14/01/2019;3;24484;18.5662172
14/01/2019;4;24073;18.2545559
14/01/2019;5;23755;18.0134165
14/01/2019;6;23548;17.8564484
14/01/2019;7;23277;17.6509491
14/01/2019;8;23072;17.4954976
14/01/2019;9;23007;17.4462081
14/01/2019;10;23320;17.683556
14/01/2019;11;24359;18.4714297
14/01/2019;12;25935;19.6665105
14/01/2019;13;29357;22.2614131
14/01/2019;14;33060;25.069398
14/01/2019;15;37218;28.2224094
14/01/2019;16;39401;29.8777783
14/01/2019;17;40511;30.7194913
14/01/2019;18;40552;30.7505816
14/01/2019;19;40968;31.0660344
14/01/2019;20;40578;30.7702974
14/01/2019;21;40670;30.840061
14/01/2019;22;40303;30.5617649
14/01/2019;23;40143;30.4404369
14/01/2019;24;40283;30.5465989
14/01/2019;25;40488;30.7020504
14/01/2019;26;40446;30.6702018
14/01/2019;27;40519;30.7255577
14/01/2019;28;40621;30.8029043
14/01/2019;29;40776;30.9204408
14/01/2019;30;40953;31.0546599
14/01/2019;31;41227;31.2624341
14/01/2019;32;41622;31.5619626
14/01/2019;33;42924;32.5492692
14/01/2019;34;44636;33.8474788
14/01/2019;35;45041;34.1545903
14/01/2019;36;44805;33.9756315
14/01/2019;37;44627;33.8406541
14/01/2019;38;44357;33.6359131
14/01/2019;39;43309;32.8412147
14/01/2019;40;41962;31.8197846
14/01/2019;41;40880;30.999304
14/01/2019;42;39154;29.6904782
14/01/2019;43;36905;27.9850615
14/01/2019;44;34416;26.0976528
14/01/2019;45;32095;24.3376385
14/01/2019;46;29966;22.7232178
14/01/2019;47;27844;21.1141052
14/01/2019;48;26375;20.0001625
15/01/2019;1;25935;19.6665105
15/01/2019;2;26335;19.9698305
15/01/2019;3;25970;19.693051
15/01/2019;4;25268;19.1607244
15/01/2019;5;24868;18.8574044
15/01/2019;6;24581;18.6397723
15/01/2019;7;24155;18.3167365
15/01/2019;8;23649;17.9330367
15/01/2019;9;23509;17.8268747
15/01/2019;10;23715;17.9830845
15/01/2019;11;24489;18.5700087
15/01/2019;12;25982;19.7021506
15/01/2019;13;29392;22.2879536
15/01/2019;14;32647;24.7562201
15/01/2019;15;36450;27.640035
15/01/2019;16;38416;29.1308528
15/01/2019;17;39350;29.839105
15/01/2019;18;39341;29.8322803
15/01/2019;19;39768;30.1560744
15/01/2019;20;39674;30.0847942
15/01/2019;21;39242;29.7572086
15/01/2019;22;38904;29.5009032
15/01/2019;23;38491;29.1877253
15/01/2019;24;38547;29.2301901
15/01/2019;25;38793;29.4167319
15/01/2019;26;38835;29.4485805
15/01/2019;27;38829;29.4440307
15/01/2019;28;38779;29.4061157
15/01/2019;29;38994;29.5691502
15/01/2019;30;39167;29.7003361
15/01/2019;31;39514;29.9634662
15/01/2019;32;40332;30.5837556
15/01/2019;33;42118;31.9380794
15/01/2019;34;43580;33.046714
15/01/2019;35;44268;33.5684244
15/01/2019;36;44169;33.4933527
15/01/2019;37;43954;33.3303182
15/01/2019;38;43298;32.8328734
15/01/2019;39;42307;32.0813981
15/01/2019;40;40804;30.9416732
15/01/2019;41;39403;29.8792949
15/01/2019;42;37821;28.6796643
15/01/2019;43;35715;27.0826845
15/01/2019;44;33219;25.1899677
15/01/2019;45;31029;23.5292907
15/01/2019;46;28764;21.8117412
15/01/2019;47;26858;20.3664214
15/01/2019;48;25228;19.1303924
16/01/2019;1;24959;18.9264097
16/01/2019;2;25270;19.162241
16/01/2019;3;25058;19.0014814
16/01/2019;4;24480;18.563184
16/01/2019;5;23954;18.1643182
16/01/2019;6;23741;18.0028003
16/01/2019;7;23295;17.6645985
16/01/2019;8;22887;17.3552121
16/01/2019;9;22720;17.228576
16/01/2019;10;22955;17.4067765
16/01/2019;11;23671;17.9497193
16/01/2019;12;25152;19.0727616
16/01/2019;13;28546;21.6464318
16/01/2019;14;31866;24.1639878
16/01/2019;15;35709;27.0781347
16/01/2019;16;37847;28.6993801
16/01/2019;17;38705;29.3500015
16/01/2019;18;38752;29.3856416
16/01/2019;19;39224;29.7435592
16/01/2019;20;39265;29.7746495
16/01/2019;21;39140;29.679862
16/01/2019;22;39162;29.6965446
16/01/2019;23;39707;30.1098181
16/01/2019;24;39933;30.2811939
16/01/2019;25;40193;30.4783519
16/01/2019;26;40216;30.4957928
16/01/2019;27;40264;30.5321912
16/01/2019;28;39981;30.3175923
16/01/2019;29;40102;30.4093466
16/01/2019;30;39912;30.2652696
16/01/2019;31;39843;30.2129469
16/01/2019;32;41197;31.2396851
16/01/2019;33;42640;32.333912
16/01/2019;34;44282;33.5790406
16/01/2019;35;44952;34.0871016
16/01/2019;36;44746;33.9308918
16/01/2019;37;44590;33.812597
16/01/2019;38;43905;33.2931615
16/01/2019;39;42895;32.5272785
16/01/2019;40;41891;31.7659453
16/01/2019;41;40823;30.9560809
16/01/2019;42;39325;29.8201475
16/01/2019;43;37505;28.4400415
16/01/2019;44;35284;26.7558572
16/01/2019;45;32951;24.9867433
16/01/2019;46;30920;23.446636
16/01/2019;47;28839;21.8686137
16/01/2019;48;27360;20.747088
17/01/2019;1;27157;20.5931531
17/01/2019;2;27396;20.7743868
17/01/2019;3;27050;20.512015
17/01/2019;4;26507;20.1002581
17/01/2019;5;26215;19.8788345
17/01/2019;6;25887;19.6301121
17/01/2019;7;25538;19.3654654
17/01/2019;8;24882;18.8680206
17/01/2019;9;24701;18.7307683
17/01/2019;10;24862;18.8528546
17/01/2019;11;25438;19.2896354
