SETTLEMENT_DATE;SETTLEMENT_PERIOD;ND;ORKNEY LOAD (MW)
14/11/2019;34;43555;33.0277565
14/11/2019;35;43895;33.2855785
14/11/2019;36;43715;33.1490845
14/11/2019;37;43515;32.9974245
14/11/2019;38;43078;32.6660474
14/11/2019;39;42772;32.4340076
14/11/2019;40;41593;31.5399719
14/11/2019;41;40193;30.4783519
14/11/2019;42;38711;29.3545513
14/11/2019;43;36953;28.0214599
14/11/2019;44;34933;26.4896939
14/11/2019;45;32722;24.8130926
14/11/2019;46;30672;23.2585776
14/11/2019;47;28660;21.732878
14/11/2019;48;27520;20.868416
15/11/2019;1;27171;20.6037693
15/11/2019;2;27460;20.822918
15/11/2019;3;27037;20.5021571
15/11/2019;4;26341;19.9743803
15/11/2019;5;25640;19.442812
15/11/2019;6;25599;19.4117217
15/11/2019;7;25190;19.101577
15/11/2019;8;24730;18.752759
15/11/2019;9;24559;18.6230897
15/11/2019;10;24808;18.8119064
15/11/2019;11;25764;19.5368412
15/11/2019;12;26999;20.4733417
15/11/2019;13;30186;22.8900438
15/11/2019;14;33375;25.3082625
15/11/2019;15;36762;27.8766246
15/11/2019;16;38580;29.255214
15/11/2019;17;39240;29.755692
15/11/2019;18;39270;29.778441
15/11/2019;19;39642;30.0605286
15/11/2019;20;39753;30.1446999
15/11/2019;21;39641;30.0597703
15/11/2019;22;39692;30.0984436
15/11/2019;23;39706;30.1090598
15/11/2019;24;39452;29.9164516
15/11/2019;25;39530;29.975599
15/11/2019;26;39216;29.7374928
15/11/2019;27;39035;29.6002405
15/11/2019;28;38881;29.4834623
15/11/2019;29;38888;29.4887704
15/11/2019;30;38902;29.4993866
15/11/2019;31;39261;29.7716163
15/11/2019;32;39884;30.2440372
15/11/2019;33;41154;31.2070782
15/11/2019;34;42587;32.2937221
15/11/2019;35;43038;32.6357154
15/11/2019;36;42644;32.3369452
15/11/2019;37;42157;31.9676531
15/11/2019;38;41265;31.2912495
15/11/2019;39;40245;30.5177835
15/11/2019;40;39269;29.7776827
15/11/2019;41;37842;28.6955886
15/11/2019;42;36485;27.6665755
15/11/2019;43;34862;26.4358546
15/11/2019;44;33303;25.2536649
15/11/2019;45;31374;23.7909042
15/11/2019;46;29951;22.7118433
15/11/2019;47;28370;21.512971
15/11/2019;48;27148;20.5863284
16/11/2019;1;26881;20.3838623
16/11/2019;2;26930;20.421019
16/11/2019;3;26555;20.1366565
16/11/2019;4;25862;19.6111546
16/11/2019;5;25384;19.2486872
16/11/2019;6;25179;19.0932357
16/11/2019;7;24843;18.8384469
16/11/2019;8;24443;18.5351269
16/11/2019;9;24103;18.2773049
16/11/2019;10;23979;18.1832757
16/11/2019;11;24282;18.4130406
16/11/2019;12;24903;18.8839449
16/11/2019;13;26523;20.1123909
16/11/2019;14;27774;21.0610242
16/11/2019;15;29318;22.2318394
16/11/2019;16;30323;22.9939309
16/11/2019;17;32579;24.7046557
16/11/2019;18;33790;25.622957
16/11/2019;19;34710;26.320593
16/11/2019;20;35144;26.6496952
16/11/2019;21;35447;26.8794601
16/11/2019;22;35337;26.7960471
16/11/2019;23;35272;26.7467576
16/11/2019;24;35573;26.9750059
16/11/2019;25;35765;27.1205995
16/11/2019;26;35614;27.0060962
16/11/2019;27;35722;27.0879926
16/11/2019;28;35702;27.0728266
16/11/2019;29;36020;27.313966
16/11/2019;30;36275;27.5073325
16/11/2019;31;36704;27.8326432
16/11/2019;32;37432;28.3846856
16/11/2019;33;38784;29.4099072
16/11/2019;34;40154;30.4487782
16/11/2019;35;40801;30.9393983
16/11/2019;36;40663;30.8347529
16/11/2019;37;40046;30.3668818
16/11/2019;38;39590;30.021097
16/11/2019;39;38842;29.4538886
16/11/2019;40;37572;28.4908476
16/11/2019;41;36544;27.7113152
16/11/2019;42;35365;26.8172795
16/11/2019;43;34151;25.8967033
16/11/2019;44;32777;24.8547991
16/11/2019;45;31252;23.6983916
16/11/2019;46;30179;22.8847357
16/11/2019;47;28747;21.7988501
16/11/2019;48;27767;21.0557161
17/11/2019;1;27568;20.9048144
17/11/2019;2;27688;20.9958104
17/11/2019;3;27349;20.7387467
17/11/2019;4;26649;20.2079367
17/11/2019;5;25950;19.677885
17/11/2019;6;25551;19.3753233
17/11/2019;7;25009;18.9643247
17/11/2019;8;24691;18.7231853
17/11/2019;9;24376;18.4843208
17/11/2019;10;24159;18.3197697
17/11/2019;11;24274;18.4069742
17/11/2019;12;24530;18.601099
17/11/2019;13;25368;19.2365544
17/11/2019;14;26162;19.8386446
17/11/2019;15;27335;20.7281305
17/11/2019;16;28000;21.2324
17/11/2019;17;29830;22.620089
17/11/2019;18;31253;23.6991499
17/11/2019;19;32676;24.7782108
17/11/2019;20;33532;25.4273156
17/11/2019;21;34033;25.8072239
17/11/2019;22;34422;26.1022026
17/11/2019;23;34868;26.4404044
17/11/2019;24;35274;26.7482742
17/11/2019;25;35752;27.1107416
17/11/2019;26;35981;27.2843923
17/11/2019;27;35793;27.1418319
17/11/2019;28;35924;27.2411692
17/11/2019;29;36252;27.4898916
17/11/2019;30;36403;27.6043949
17/11/2019;31;37033;28.0821239
17/11/2019;32;37750;28.625825
17/11/2019;33;38970;29.550951
17/11/2019;34;40784;30.9265072
17/11/2019;35;41542;31.5012986
17/11/2019;36;41176;31.2237608
17/11/2019;37;40244;30.5170252
17/11/2019;38;39903;30.2584449
17/11/2019;39;39167;29.7003361
17/11/2019;40;38067;28.8662061
17/11/2019;41;37139;28.1625037
17/11/2019;42;35672;27.0500776
17/11/2019;43;34095;25.8542385
17/11/2019;44;32422;24.5856026
17/11/2019;45;30751;23.3184833
17/11/2019;46;29182;22.1287106
17/11/2019;47;27620;20.944246
17/11/2019;48;26236;19.8947588
18/11/2019;1;26123;19.8090709
18/11/2019;2;26419;20.0335277
18/11/2019;3;26122;19.8083126
18/11/2019;4;25688;19.4792104
18/11/2019;5;25412;19.2699196
18/11/2019;6;25246;19.1440418
18/11/2019;7;24916;18.8938028
18/11/2019;8;24492;18.5722836
18/11/2019;9;24476;18.5601508
18/11/2019;10;24658;18.6981614
18/11/2019;11;25470;19.313901
18/11/2019;12;27059;20.5188397
18/11/2019;13;30591;23.1971553
18/11/2019;14;33797;25.6282651
18/11/2019;15;37495;28.4324585
18/11/2019;16;39065;29.6229895
18/11/2019;17;39705;30.1083015
18/11/2019;18;39666;30.0787278
18/11/2019;19;39532;29.9771156
18/11/2019;20;39186;29.7147438
18/11/2019;21;38405;29.1225115
18/11/2019;22;38093;28.8859219
18/11/2019;23;37755;28.6296165
18/11/2019;24;37680;28.572744
18/11/2019;25;37781;28.6493323
18/11/2019;26;37648;28.5484784
18/11/2019;27;37854;28.7046882
18/11/2019;28;38061;28.8616563
18/11/2019;29;38695;29.3424185
18/11/2019;30;39457;29.9202431
18/11/2019;31;40377;30.6178791
18/11/2019;32;41529;31.4914407
18/11/2019;33;43377;32.8927791
18/11/2019;34;44596;33.8171468
18/11/2019;35;44994;34.1189502
18/11/2019;36;44957;34.0908931
18/11/2019;37;44673;33.8755359
18/11/2019;38;44475;33.7253925
18/11/2019;39;44498;33.7428334
18/11/2019;40;43722;33.1543926
18/11/2019;41;42060;31.894098
18/11/2019;42;40717;30.8757011
18/11/2019;43;39202;29.7268766
18/11/2019;44;37001;28.0578583
18/11/2019;45;34609;26.2440047
18/11/2019;46;32961;24.9943263
18/11/2019;47;30813;23.3654979
18/11/2019;48;29405;22.2978115
19/11/2019;1;29150;22.104445
19/11/2019;2;29125;22.0854875
19/11/2019;3;28933;21.9398939
19/11/2019;4;28424;21.5539192
19/11/2019;5;28143;21.3408369
19/11/2019;6;28077;21.2907891
19/11/2019;7;27664;20.9776112
19/11/2019;8;27344;20.7349552
19/11/2019;9;27342;20.7334386
19/11/2019;10;27503;20.8555249
19/11/2019;11;28492;21.6054836
19/11/2019;12;30011;22.7573413
19/11/2019;13;33275;25.2324325
19/11/2019;14;36316;27.5384228
19/11/2019;15;39682;30.0908606
19/11/2019;16;41118;31.1797794
19/11/2019;17;41856;31.7394048
19/11/2019;18;41929;31.7947607
19/11/2019;19;42049;31.8857567
19/11/2019;20;42192;31.9941936
19/11/2019;21;41873;31.7522959
19/11/2019;22;41575;31.5263225
19/11/2019;23;41340;31.348122
19/11/2019;24;41274;31.2980742
19/11/2019;25;41781;31.6825323
19/11/2019;26;41905;31.7765615
19/11/2019;27;42155;31.9661365
19/11/2019;28;42002;31.8501166
19/11/2019;29;41997;31.8463251
19/11/2019;30;42025;31.8675575
19/11/2019;31;42131;31.9479373
19/11/2019;32;43269;32.8108827
19/11/2019;33;44429;33.6905107
19/11/2019;34;44658;33.8641614
19/11/2019;35;44777;33.9543991
19/11/2019;36;44613;33.8300379
19/11/2019;37;44443;33.7011269
19/11/2019;38;44483;33.7314589
19/11/2019;39;44154;33.4819782
19/11/2019;40;43228;32.7797924
19/11/2019;41;41826;31.7166558
19/11/2019;42;40252;30.5230916
19/11/2019;43;38391;29.1118953
19/11/2019;44;36164;27.4231612
19/11/2019;45;33752;25.5941416
19/11/2019;46;31457;23.8538431
19/11/2019;47;29364;22.2667212
19/11/2019;48;27863;21.1285129
20/11/2019;1;27521;20.8691743
20/11/2019;2;27837;21.1087971
20/11/2019;3;27564;20.9017812
20/11/2019;4;26974;20.4543842
20/11/2019;5;26618;20.1844294
20/11/2019;6;26283;19.9303989
20/11/2019;7;25851;19.6028133
20/11/2019;8;25575;19.3935225
20/11/2019;9;25281;19.1705823
20/11/2019;10;25389;19.2524787
20/11/2019;11;26442;20.0509686
20/11/2019;12;27848;21.1171384
20/11/2019;13;31169;23.6354527
20/11/2019;14;34353;26.0498799
20/11/2019;15;37842;28.6955886
20/11/2019;16;38954;29.5388182
20/11/2019;17;39543;29.9854569
20/11/2019;18;39397;29.8747451
20/11/2019;19;39622;30.0453626
20/11/2019;20;39779;30.1644157
20/11/2019;21;39749;30.1416667
20/11/2019;22;39449;29.9141767
20/11/2019;23;39288;29.7920904
20/11/2019;24;39175;29.7064025
20/11/2019;25;39219;29.7397677
20/11/2019;26;39199;29.7246017
20/11/2019;27;39424;29.8952192
20/11/2019;28;39455;29.9187265
20/11/2019;29;39649;30.0658367
20/11/2019;30;39581;30.0142723
20/11/2019;31;40170;30.460911
20/11/2019;32;41456;31.4360848
20/11/2019;33;43149;32.7198867
20/11/2019;34;44230;33.539609
20/11/2019;35;44167;33.4918361
20/11/2019;36;43850;33.251455
20/11/2019;37;43620;33.077046
20/11/2019;38;43359;32.8791297
20/11/2019;39;43137;32.7107871
20/11/2019;40;42250;32.038175
20/11/2019;41;40767;30.9136161
20/11/2019;42;39039;29.6032737
20/11/2019;43;37057;28.1003231
20/11/2019;44;34709;26.3198347
20/11/2019;45;32515;24.6561245
20/11/2019;46;30718;23.2934594
20/11/2019;47;28546;21.6464318
20/11/2019;48;27203;20.6280349
21/11/2019;1;26906;20.4028198
21/11/2019;2;27226;20.6454758
21/11/2019;3;27118;20.5635794
21/11/2019;4;26407;20.0244281
21/11/2019;5;25813;19.5739979
21/11/2019;6;25565;19.3859395
21/11/2019;7;25279;19.1690657
21/11/2019;8;24755;18.7717165
21/11/2019;9;24574;18.6344642
21/11/2019;10;24844;18.8392052
21/11/2019;11;25563;19.3844229
21/11/2019;12;27238;20.6545754
21/11/2019;13;30395;23.0485285
21/11/2019;14;33634;25.5046622
21/11/2019;15;37253;28.2489499
21/11/2019;16;39180;29.710194
21/11/2019;17;40125;30.4267875
21/11/2019;18;40409;30.6421447
21/11/2019;19;40999;31.0895417
21/11/2019;20;41231;31.2654673
21/11/2019;21;41203;31.2442349
21/11/2019;22;41252;31.2813916
21/11/2019;23;41632;31.5695456
21/11/2019;24;41808;31.7030064
21/11/2019;25;42107;31.9297381
21/11/2019;26;41824;31.7151392
21/11/2019;27;41877;31.7553291
21/11/2019;28;41720;31.636276
21/11/2019;29;41856;31.7394048
21/11/2019;30;41782;31.6832906
21/11/2019;31;41929;31.7947607
21/11/2019;32;42660;32.349078
21/11/2019;33;43694;33.1331602
21/11/2019;34;44298;33.5911734
21/11/2019;35;44345;33.6268135
21/11/2019;36;43917;33.3022611
21/11/2019;37;43513;32.9959079
21/11/2019;38;43382;32.8965706
21/11/2019;39;43163;32.7305029
21/11/2019;40;42081;31.9100223
21/11/2019;41;41002;31.0918166
21/11/2019;42;39464;29.9255512
21/11/2019;43;37488;28.4271504
21/11/2019;44;35465;26.8931095
21/11/2019;45;33274;25.2316742
21/11/2019;46;31423;23.8280609
21/11/2019;47;29360;22.263688
21/11/2019;48;28138;21.3370454
22/11/2019;1;27725;21.0238675
22/11/2019;2;27971;21.2104093
22/11/2019;3;27643;20.9616869
22/11/2019;4;26953;20.4384599
22/11/2019;5;26374;19.9994042
22/11/2019;6;26110;19.799213
22/11/2019;7;25742;19.5201586
22/11/2019;8;25345;19.2191135
22/11/2019;9;25215;19.1205345
22/11/2019;10;25267;19.1599661
22/11/2019;11;26106;19.7961798
22/11/2019;12;27303;20.7038649
22/11/2019;13;30594;23.1994302
22/11/2019;14;33693;25.5494019
22/11/2019;15;37080;28.117764
22/11/2019;16;38816;29.4341728
22/11/2019;17;39786;30.1697238
22/11/2019;18;39819;30.1947477
22/11/2019;19;40459;30.6800597
22/11/2019;20;40214;30.4942762
22/11/2019;21;40089;30.3994887
22/11/2019;22;39802;30.1818566
22/11/2019;23;40296;30.5564568
22/11/2019;24;40237;30.5117171
22/11/2019;25;40071;30.3858393
22/11/2019;26;39702;30.1060266
22/11/2019;27;39849;30.2174967
22/11/2019;28;40234;30.5094422
22/11/2019;29;40150;30.445745
22/11/2019;30;39945;30.2902935
22/11/2019;31;40232;30.5079256
22/11/2019;32;40843;30.9712469
22/11/2019;33;41956;31.8152348
22/11/2019;34;42788;32.4461404
22/11/2019;35;42926;32.5507858
22/11/2019;36;42788;32.4461404
22/11/2019;37;42178;31.9835774
22/11/2019;38;41678;31.6044274
22/11/2019;39;40675;30.8438525
22/11/2019;40;39344;29.8345552
22/11/2019;41;37908;28.7456364
22/11/2019;42;36431;27.6256273
22/11/2019;43;34763;26.3607829
22/11/2019;44;32990;25.016317
22/11/2019;45;31292;23.7287236
22/11/2019;46;29701;22.5222683
22/11/2019;47;27962;21.2035846
22/11/2019;48;26775;20.3034825
23/11/2019;1;26313;19.9531479
23/11/2019;2;26330;19.966039
23/11/2019;3;25914;19.6505862
23/11/2019;4;25123;19.0507709
23/11/2019;5;24412;18.5116196
23/11/2019;6;24069;18.2515227
23/11/2019;7;23460;17.789718
23/11/2019;8;22913;17.3749279
23/11/2019;9;22553;17.1019399
23/11/2019;10;22467;17.0367261
23/11/2019;11;22615;17.1489545
23/11/2019;12;23179;17.5766357
23/11/2019;13;24549;18.6155067
23/11/2019;14;25778;19.5474574
23/11/2019;15;27376;20.7592208
23/11/2019;16;28515;21.6229245
23/11/2019;17;30574;23.1842642
23/11/2019;18;32282;24.4794406
23/11/2019;19;33801;25.6312983
23/11/2019;20;34489;26.1530087
23/11/2019;21;35368;26.8195544
23/11/2019;22;35698;27.0697934
23/11/2019;23;35932;27.2472356
23/11/2019;24;36152;27.4140616
23/11/2019;25;36330;27.549039
23/11/2019;26;36359;27.5710297
23/11/2019;27;36016;27.3109328
23/11/2019;28;35783;27.1342489
23/11/2019;29;35884;27.2108372
23/11/2019;30;35786;27.1365238
23/11/2019;31;35686;27.0606938
23/11/2019;32;36403;27.6043949
23/11/2019;33;37717;28.6008011
23/11/2019;34;38358;29.0868714
23/11/2019;35;39481;29.9384423
23/11/2019;36;39490;29.945267
23/11/2019;37;39288;29.7920904
23/11/2019;38;38648;29.3067784
23/11/2019;39;37362;28.3316046
23/11/2019;40;36049;27.3359567
23/11/2019;41;35279;26.7520657
23/11/2019;42;34237;25.9619171
23/11/2019;43;33260;25.221058
23/11/2019;44;31965;24.2390595
23/11/2019;45;30657;23.2472031
23/11/2019;46;29484;22.3577172
23/11/2019;47;28162;21.3552446
23/11/2019;48;27253;20.6659499
24/11/2019;1;26908;20.4043364
24/11/2019;2;27107;20.5552381
24/11/2019;3;26695;20.2428185
24/11/2019;4;25995;19.7120085
24/11/2019;5;25215;19.1205345
24/11/2019;6;24827;18.8263141
24/11/2019;7;24314;18.4373062
24/11/2019;8;23719;17.9861177
24/11/2019;9;23240;17.622892
24/11/2019;10;23132;17.5409956
24/11/2019;11;23328;17.6896224
24/11/2019;12;23576;17.8776808
24/11/2019;13;24492;18.5722836
24/11/2019;14;25319;19.1993977
24/11/2019;15;26449;20.0562767
24/11/2019;16;27259;20.6704997
24/11/2019;17;28909;21.9216947
24/11/2019;18;30597;23.2017051
24/11/2019;19;32199;24.4165017
24/11/2019;20;33476;25.3848508
24/11/2019;21;34359;26.0544297
24/11/2019;22;34925;26.4836275
24/11/2019;23;35286;26.7573738
24/11/2019;24;35624;27.0136792
24/11/2019;25;35938;27.2517854
24/11/2019;26;36114;27.3852462
24/11/2019;27;36145;27.4087535
24/11/2019;28;35866;27.1971878
24/11/2019;29;36025;27.3177575
24/11/2019;30;36197;27.4481851
24/11/2019;31;36885;27.9698955
24/11/2019;32;37268;28.2603244
24/11/2019;33;38916;29.5100028
24/11/2019;34;40321;30.5754143
24/11/2019;35;40687;30.8529521
24/11/2019;36;40251;30.5223333
24/11/2019;37;39431;29.9005273
24/11/2019;38;38780;29.406874
24/11/2019;39;38043;28.8480069
24/11/2019;40;37049;28.0942567
24/11/2019;41;36032;27.3230656
24/11/2019;42;34653;26.2773699
24/11/2019;43;33144;25.1330952
24/11/2019;44;31374;23.7909042
24/11/2019;45;29779;22.5814157
24/11/2019;46;28302;21.4614066
24/11/2019;47;26550;20.132865
24/11/2019;48;25350;19.222905
25/11/2019;1;25059;19.0022397
25/11/2019;2;25496;19.3336168
25/11/2019;3;25193;19.1038519
25/11/2019;4;24519;18.5927577
25/11/2019;5;23953;18.1635599
25/11/2019;6;23713;17.9815679
25/11/2019;7;23465;17.7935095
25/11/2019;8;23095;17.5129385
25/11/2019;9;22947;17.4007101
25/11/2019;10;23216;17.6046928
25/11/2019;11;24187;18.3410021
25/11/2019;12;25781;19.5497323
25/11/2019;13;29023;22.0081409
25/11/2019;14;32178;24.4005774
25/11/2019;15;35591;26.9886553
25/11/2019;16;37456;28.4028848
25/11/2019;17;38644;29.3037452
25/11/2019;18;38848;29.4584384
25/11/2019;19;39445;29.9111435
25/11/2019;20;39897;30.2538951
25/11/2019;21;39874;30.2364542
25/11/2019;22;40002;30.3335166
25/11/2019;23;40089;30.3994887
25/11/2019;24;40092;30.4017636
25/11/2019;25;39882;30.2425206
25/11/2019;26;39507;29.9581581
25/11/2019;27;39895;30.2523785
25/11/2019;28;39687;30.0946521
25/11/2019;29;39634;30.0544622
25/11/2019;30;39603;30.0309549
25/11/2019;31;39835;30.2068805
25/11/2019;32;40945;31.0485935
25/11/2019;33;42714;32.3900262
25/11/2019;34;43560;33.031548
25/11/2019;35;43863;33.2613129
25/11/2019;36;43582;33.0482306
25/11/2019;37;43146;32.7176118
25/11/2019;38;42482;32.2141006
25/11/2019;39;41336;31.3450888
25/11/2019;40;40375;30.6163625
25/11/2019;41;39381;29.8626123
25/11/2019;42;37798;28.6622234
25/11/2019;43;36164;27.4231612
25/11/2019;44;34046;25.8170818
25/11/2019;45;31868;24.1655044
25/11/2019;46;29905;22.6769615
25/11/2019;47;27919;21.1709777
25/11/2019;48;26757;20.2898331
26/11/2019;1;26509;20.1017747
26/11/2019;2;26791;20.3156153
26/11/2019;3;26466;20.0691678
26/11/2019;4;25669;19.4648027
26/11/2019;5;25042;18.9893486
26/11/2019;6;24730;18.752759
26/11/2019;7;24327;18.4471641
26/11/2019;8;23946;18.1582518
26/11/2019;9;23792;18.0414736
26/11/2019;10;24016;18.2113328
26/11/2019;11;24729;18.7520007
26/11/2019;12;26016;19.7279328
26/11/2019;13;29145;22.1006535
26/11/2019;14;32158;24.3854114
26/11/2019;15;35691;27.0644853
26/11/2019;16;36921;27.9971943
26/11/2019;17;37837;28.6917971
26/11/2019;18;38202;28.9685766
26/11/2019;19;38961;29.5441263
26/11/2019;20;39079;29.6336057
26/11/2019;21;38706;29.3507598
26/11/2019;22;38729;29.3682007
26/11/2019;23;38564;29.2430812
26/11/2019;24;38422;29.1354026
26/11/2019;25;38373;29.0982459
26/11/2019;26;38224;28.9852592
26/11/2019;27;38154;28.9321782
26/11/2019;28;37864;28.7122712
26/11/2019;29;37864;28.7122712
26/11/2019;30;37984;28.8032672
26/11/2019;31;38321;29.0588143
26/11/2019;32;39585;30.0173055
26/11/2019;33;41410;31.401203
26/11/2019;34;43171;32.7365693
26/11/2019;35;43197;32.7562851
26/11/2019;36;42851;32.4939133
26/11/2019;37;42504;32.2307832
26/11/2019;38;41788;31.6878404
26/11/2019;39;40945;31.0485935
26/11/2019;40;40053;30.3721899
26/11/2019;41;38946;29.5327518
26/11/2019;42;37588;28.5029804
26/11/2019;43;35753;27.1114999
26/11/2019;44;33672;25.5334776
26/11/2019;45;31720;24.053276
26/11/2019;46;30027;22.7694741
26/11/2019;47;28049;21.2695567
26/11/2019;48;26789;20.3140987
27/11/2019;1;26544;20.1283152
27/11/2019;2;26868;20.3740044
27/11/2019;3;26574;20.1510642
27/11/2019;4;25979;19.6998757
27/11/2019;5;25509;19.3434747
27/11/2019;6;25208;19.1152264
27/11/2019;7;24813;18.8156979
27/11/2019;8;24482;18.5647006
27/11/2019;9;24419;18.5169277
27/11/2019;10;24501;18.5791083
27/11/2019;11;25390;19.253237
27/11/2019;12;26725;20.2655675
27/11/2019;13;30026;22.7687158
27/11/2019;14;33032;25.0481656
27/11/2019;15;36213;27.4603179
27/11/2019;16;38009;28.8222247
27/11/2019;17;38985;29.5623255
27/11/2019;18;39025;29.5926575
27/11/2019;19;39319;29.8155977
27/11/2019;20;39428;29.8982524
27/11/2019;21;39099;29.6487717
27/11/2019;22;39286;29.7905738
27/11/2019;23;39322;29.8178726
27/11/2019;24;39277;29.7837491
27/11/2019;25;39203;29.7276349
27/11/2019;26;39145;29.6836535
27/11/2019;27;39133;29.6745539
27/11/2019;28;39106;29.6540798
27/11/2019;29;39130;29.672279
27/11/2019;30;39191;29.7185353
27/11/2019;31;39492;29.9467836
27/11/2019;32;40609;30.7938047
27/11/2019;33;42125;31.9433875
27/11/2019;34;42724;32.3976092
27/11/2019;35;43035;32.6334405
27/11/2019;36;43232;32.7828256
27/11/2019;37;42965;32.5803595
27/11/2019;38;42293;32.0707819
27/11/2019;39;41329;31.3397807
27/11/2019;40;40440;30.665652
27/11/2019;41;39084;29.6373972
27/11/2019;42;37319;28.2989977
27/11/2019;43;35440;26.874152
27/11/2019;44;33166;25.1497778
27/11/2019;45;31188;23.6498604
27/11/2019;46;29221;22.1582843
27/11/2019;47;27265;20.6750495
27/11/2019;48;25938;19.6687854
28/11/2019;1;25531;19.3601573
28/11/2019;2;25812;19.5732396
28/11/2019;3;25459;19.3055597
28/11/2019;4;24750;18.767925
28/11/2019;5;24160;18.320528
28/11/2019;6;23748;18.0081084
28/11/2019;7;23235;17.6191005
28/11/2019;8;22884;17.3529372
28/11/2019;9;22769;17.2657327
28/11/2019;10;22920;17.380236
28/11/2019;11;23830;18.070289
28/11/2019;12;25282;19.1713406
28/11/2019;13;28527;21.6320241
28/11/2019;14;31602;23.9637966
28/11/2019;15;35065;26.5897895
28/11/2019;16;36933;28.0062939
28/11/2019;17;37639;28.5416537
28/11/2019;18;37633;28.5371039
28/11/2019;19;38063;28.8631729
28/11/2019;20;38139;28.9208037
28/11/2019;21;37848;28.7001384
28/11/2019;22;37838;28.6925554
28/11/2019;23;38123;28.9086709
28/11/2019;24;38145;28.9253535
28/11/2019;25;38359;29.0876297
28/11/2019;26;38501;29.1953083
28/11/2019;27;38590;29.262797
28/11/2019;28;38662;29.3173946
28/11/2019;29;38911;29.5062113
28/11/2019;30;39014;29.5843162
28/11/2019;31;39588;30.0195804
28/11/2019;32;40696;30.8597768
28/11/2019;33;41779;31.6810157
28/11/2019;34;42873;32.5105959
28/11/2019;35;43227;32.7790341
28/11/2019;36;43035;32.6334405
28/11/2019;37;42580;32.288414
28/11/2019;38;42381;32.1375123
28/11/2019;39;42135;31.9509705
28/11/2019;40;41156;31.2085948
28/11/2019;41;39856;30.2228048
28/11/2019;42;38527;29.2150241
28/11/2019;43;36808;27.9115064
28/11/2019;44;34919;26.4790777
28/11/2019;45;33014;25.0345162
28/11/2019;46;31242;23.6908086
28/11/2019;47;29293;22.2128819
28/11/2019;48;28111;21.3165713
29/11/2019;1;27718;21.0185594
29/11/2019;2;27919;21.1709777
29/11/2019;3;27442;20.8092686
29/11/2019;4;26685;20.2352355
29/11/2019;5;26190;19.859877
29/11/2019;6;26026;19.7355158
29/11/2019;7;25597;19.4102051
29/11/2019;8;25236;19.1364588
29/11/2019;9;24963;18.9294429
29/11/2019;10;25027;18.9779741
29/11/2019;11;26105;19.7954215
29/11/2019;12;27591;20.9222553
29/11/2019;13;30666;23.2540278
29/11/2019;14;33875;25.6874125
29/11/2019;15;37628;28.5333124
29/11/2019;16;39185;29.7139855
29/11/2019;17;40140;30.438162
29/11/2019;18;40081;30.3934223
29/11/2019;19;40181;30.4692523
29/11/2019;20;39873;30.2356959
29/11/2019;21;39257;29.7685831
29/11/2019;22;38937;29.5259271
29/11/2019;23;38667;29.3211861
29/11/2019;24;38498;29.1930334
29/11/2019;25;38265;29.0163495
29/11/2019;26;38140;28.921562
29/11/2019;27;38155;28.9329365
29/11/2019;28;38266;29.0171078
29/11/2019;29;38700;29.34621
29/11/2019;30;39094;29.6449802
29/11/2019;31;39741;30.1356003
29/11/2019;32;40851;30.9773133
29/11/2019;33;42294;32.0715402
29/11/2019;34;43356;32.8768548
29/11/2019;35;43720;33.152876
29/11/2019;36;43514;32.9966662
29/11/2019;37;42975;32.5879425
29/11/2019;38;42903;32.5333449
29/11/2019;39;42672;32.3581776
29/11/2019;40;41816;31.7090728
29/11/2019;41;40085;30.3964555
29/11/2019;42;39015;29.5850745
29/11/2019;43;37732;28.6121756
29/11/2019;44;36030;27.321549
29/11/2019;45;34249;25.9710167
29/11/2019;46;32694;24.7918602
29/11/2019;47;31151;23.6218033
29/11/2019;48;29778;22.5806574
30/11/2019;1;29309;22.2250147
30/11/2019;2;29390;22.286437
30/11/2019;3;28957;21.9580931
30/11/2019;4;28072;21.2869976
30/11/2019;5;27466;20.8274678
30/11/2019;6;27127;20.5704041
30/11/2019;7;26653;20.2109699
30/11/2019;8;25815;19.5755145
30/11/2019;9;25534;19.3624322
30/11/2019;10;25463;19.3085929
30/11/2019;11;25936;19.6672688
30/11/2019;12;26478;20.0782674
30/11/2019;13;27881;21.1421623
30/11/2019;14;29262;22.1893746
30/11/2019;15;31147;23.6187701
30/11/2019;16;32375;24.5499625
30/11/2019;17;34345;26.0438135
30/11/2019;18;35923;27.2404109
30/11/2019;19;37234;28.2345422
30/11/2019;20;37491;28.4294253
30/11/2019;21;37490;28.428667
30/11/2019;22;37267;28.2595661
30/11/2019;23;36809;27.9122647
30/11/2019;24;36438;27.6309354
30/11/2019;25;36458;27.6461014
30/11/2019;26;36168;27.4261944
30/11/2019;27;36135;27.4011705
30/11/2019;28;36343;27.5588969
30/11/2019;29;36466;27.6521678
30/11/2019;30;36679;27.8136857
30/11/2019;31;37228;28.2299924
30/11/2019;32;38095;28.8874385
30/11/2019;33;39782;30.1666906
30/11/2019;34;41021;31.1062243
30/11/2019;35;41655;31.5869865
30/11/2019;36;41507;31.4747581
30/11/2019;37;41188;31.2328604
30/11/2019;38;40738;30.8916254
30/11/2019;39;39513;29.9627079
30/11/2019;40;38212;28.9761596
30/11/2019;41;37261;28.2550163
30/11/2019;42;36161;27.4208863
30/11/2019;43;35174;26.6724442
30/11/2019;44;33625;25.4978375
